"File","RuleName","Severity","Message","Line"
"Automation.ps1","PSUseDeclaredVarsMoreThanAssignments","Warning","The variable 'registeredScripts' is assigned but never used.","1452"
"Automation.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Register-OneOffScript' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","473"
"Automation.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Get-RegisteredScripts' returns an object of type 'System.Object[]' but this type is not declared in the OutputType attribute.","514"
"Automation.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Test-ModernScript' returns an object of type 'System.Boolean' but this type is not declared in the OutputType attribute.","561"
"Automation.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Test-ModernScript' returns an object of type 'System.Boolean' but this type is not declared in the OutputType attribute.","612"
"Automation.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'New-ScriptFromTemplate' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","1045"
"Automation.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Get-ScriptRepository' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","1135"
"Automation.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Remove-ScriptFromRegistry' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","1198"
"Automation.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Get-ScriptExecutionHistory' returns an object of type 'System.Object[]' but this type is not declared in the OutputType attribute.","1243"
"Automation.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Test-OneOffScript' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","1385"
"Automation.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Get-ScriptMetrics' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","1484"
"Configuration.ps1","PSAvoidAssignmentToAutomaticVariable","Warning","The Variable 'event' is an automatic variable that is built into PowerShell, assigning to it might have undesired side effects. If assignment is not by design, please use a different name.","1402"
"Configuration.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Get-ConfigurationStore' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","637"
"Configuration.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Switch-ConfigurationSet' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","1014"
"Configuration.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Switch-ConfigurationSet' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","1025"
"Configuration.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Get-AvailableConfigurations' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","1072"
"Configuration.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Add-ConfigurationRepository' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","1195"
"Configuration.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Add-ConfigurationRepository' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","1203"
"Configuration.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Add-ConfigurationRepository' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","1211"
"Configuration.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Get-CurrentConfiguration' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","1234"
"Configuration.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Backup-CurrentConfiguration' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","1296"
"Configuration.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Backup-CurrentConfiguration' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","1308"
"Configuration.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Validate-ConfigurationSet' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","1336"
"Configuration.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Validate-ConfigurationSet' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","1365"
"Configuration.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Validate-ConfigurationSet' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","1374"
"Configuration.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'New-ConfigurationEnvironment' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","1579"
"Configuration.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Backup-Configuration' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","1701"
"Configuration.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Restore-Configuration' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","1762"
"Configuration.ps1","PSUseDeclaredVarsMoreThanAssignments","Warning","The variable 'directory' is assigned but never used.","282"
"Experience.ps1","PSAvoidUsingEmptyCatchBlock","Warning","Empty catch block is used. Please use Write-Error or throw statements in catch blocks.","359"
"Experience.ps1","PSAvoidUsingEmptyCatchBlock","Warning","Empty catch block is used. Please use Write-Error or throw statements in catch blocks.","655"
"Experience.ps1","PSUseBOMForUnicodeEncodedFile","Warning","Missing BOM encoding for non-ASCII encoded file 'Experience.ps1'",
"Experience.ps1","PSAvoidAssignmentToAutomaticVariable","Warning","The Variable 'Profile' is an automatic variable that is built into PowerShell, assigning to it might have undesired side effects. If assignment is not by design, please use a different name.","558"
"Experience.ps1","PSAvoidAssignmentToAutomaticVariable","Warning","The Variable 'Profile' is an automatic variable that is built into PowerShell, assigning to it might have undesired side effects. If assignment is not by design, please use a different name.","436"
"Experience.ps1","PSAvoidAssignmentToAutomaticVariable","Warning","The Variable 'Profile' is an automatic variable that is built into PowerShell, assigning to it might have undesired side effects. If assignment is not by design, please use a different name.","480"
"Experience.ps1","PSAvoidAssignmentToAutomaticVariable","Warning","The Variable 'Profile' is an automatic variable that is built into PowerShell, assigning to it might have undesired side effects. If assignment is not by design, please use a different name.","1009"
"Experience.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Start-IntelligentSetup' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","227"
"Experience.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Start-IntelligentSetup' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","274"
"Experience.ps1","PSUseDeclaredVarsMoreThanAssignments","Warning","The variable 'progressId' is assigned but never used.","135"
"Experience.ps1","PSUseDeclaredVarsMoreThanAssignments","Warning","The variable 'analytics' is assigned but never used.","1162"
"ISOManager.ps1","PSAvoidDefaultValueSwitchParameter","Warning","File 'ISOManager.ps1' has a switch parameter default to true.","432"
"ISOManager.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Get-ISODownload' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","499"
"ISOManager.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Get-ISODownload' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","573"
"ISOManager.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Get-ISOMetadata' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","699"
"ISOManager.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'New-CustomISO' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","996"
"ISOManager.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Optimize-ISOStorage' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","1239"
"LabRunner.ps1","PSAvoidUsingEmptyCatchBlock","Warning","Empty catch block is used. Please use Write-Error or throw statements in catch blocks.","167"
"LabRunner.ps1","PSAvoidUsingConvertToSecureStringWithPlainText","Error","File 'LabRunner.ps1' uses ConvertTo-SecureString with plaintext. This will expose secure information. Encrypted standard strings should be used instead.","250"
"LabRunner.ps1","PSAvoidAssignmentToAutomaticVariable","Error","The Variable 'error' cannot be assigned since it is a readonly automatic variable that is built into PowerShell, please use a different name.","981"
"LabRunner.ps1","PSUseBOMForUnicodeEncodedFile","Warning","Missing BOM encoding for non-ASCII encoded file 'LabRunner.ps1'",
"LabRunner.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Read-LoggedInput' returns an object of type 'System.String' but this type is not declared in the OutputType attribute.","252"
"LabRunner.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Get-LabConfig' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","324"
"LabRunner.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Start-LabAutomation' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","466"
"LabRunner.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Test-ParallelRunnerSupport' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","521"
"LabRunner.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Test-ParallelRunnerSupport' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","538"
"LabRunner.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Test-ParallelRunnerSupport' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","555"
"LabRunner.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Test-ParallelRunnerSupport' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","598"
"LabRunner.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Get-LabStatus' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","637"
"OpenTofuProvider.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Test-OpenTofuInstallation' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","90"
"OpenTofuProvider.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Test-OpenTofuInstallation' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","107"
"OpenTofuProvider.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Test-OpenTofuInstallation' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","115"
"OpenTofuProvider.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Initialize-OpenTofuProvider' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","656"
"OpenTofuProvider.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Start-InfrastructureDeployment' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","801"
"OpenTofuProvider.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Get-DeploymentStatus' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","895"
"OpenTofuProvider.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Get-DeploymentStatus' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","905"
"OpenTofuProvider.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Get-DeploymentStatus' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","914"
"OpenTofuProvider.ps1","PSUseDeclaredVarsMoreThanAssignments","Warning","The variable 'config' is assigned but never used.","718"
"SystemMonitoring.ps1","PSUseBOMForUnicodeEncodedFile","Warning","Missing BOM encoding for non-ASCII encoded file 'SystemMonitoring.ps1'",
"SystemMonitoring.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Get-SystemDashboard' returns an object of type 'System.String' but this type is not declared in the OutputType attribute.","627"
"SystemMonitoring.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Get-SystemDashboard' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","631"
"SystemMonitoring.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Get-SystemPerformance' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","727"
"SystemMonitoring.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Get-SystemAlerts' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","786"
"SystemMonitoring.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Start-SystemMonitoring' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","866"
"SystemMonitoring.ps1","PSUseDeclaredVarsMoreThanAssignments","Warning","The variable 'interfaces' is assigned but never used.","205"
"Security.ps1","PSAvoidAssignmentToAutomaticVariable","Warning","The Variable 'event' is an automatic variable that is built into PowerShell, assigning to it might have undesired side effects. If assignment is not by design, please use a different name.","2279"
"Security.ps1","PSAvoidAssignmentToAutomaticVariable","Warning","The Variable 'event' is an automatic variable that is built into PowerShell, assigning to it might have undesired side effects. If assignment is not by design, please use a different name.","2772"
"Security.ps1","PSAvoidUsingConvertToSecureStringWithPlainText","Error","File 'Security.ps1' uses ConvertTo-SecureString with plaintext. This will expose secure information. Encrypted standard strings should be used instead.","219"
"Security.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'New-SecureCredential' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","239"
"Security.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Get-SecureCredential' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","330"
"Security.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Get-AllSecureCredentials' returns an object of type 'System.Object[]' but this type is not declared in the OutputType attribute.","355"
"Security.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Update-SecureCredential' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","451"
"Security.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Remove-SecureCredential' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","505"
"Security.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Test-SecureCredentialCompliance' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","579"
"Security.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Test-SecureCredentialCompliance' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","627"
"Security.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Export-SecureCredential' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","695"
"Security.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Import-SecureCredential' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","769"
"Security.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Get-ADSecurityAssessment' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","883"
"Security.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Set-ADPasswordPolicy' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","932"
"Security.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Get-ADDelegationRisks' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","1004"
"Security.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Enable-ADSmartCardLogon' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","1048"
"Security.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Install-EnterpriseCA' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","1119"
"Security.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'New-CertificateTemplate' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","1188"
"Security.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Enable-CertificateAutoEnrollment' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","1235"
"Security.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Invoke-CertificateLifecycleManagement' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","1298"
"Security.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Enable-CredentialGuard' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","1355"
"Security.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Enable-AdvancedAuditPolicy' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","1411"
"Security.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Set-AppLockerPolicy' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","1486"
"Security.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Set-WindowsFirewallProfile' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","1553"
"Security.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Enable-ExploitProtection' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","1607"
"Security.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Set-IPsecPolicy' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","1689"
"Security.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Set-SMBSecurity' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","1757"
"Security.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Disable-WeakProtocols' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","1820"
"Security.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Enable-DNSSECValidation' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","1868"
"Security.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Set-DNSSinkhole' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","1921"
"Security.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Set-WinRMSecurity' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","1993"
"Security.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Enable-PowerShellRemotingSSL' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","2052"
"Security.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'New-JEASessionConfiguration' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","2111"
"Security.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'New-JEAEndpoint' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","2171"
"Security.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Enable-JustInTimeAccess' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","2230"
"Security.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Get-PrivilegedAccountActivity' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","2294"
"Security.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Set-PrivilegedAccountPolicy' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","2357"
"Security.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Get-SystemSecurityInventory' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","2443"
"Security.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Get-InsecureServices' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","2535"
